ñÑÇﬂçûÇ›îÕàÕ, ñÑÇﬂçûÇ›ó¶,PSNR,SSIM,åÎÇËó¶
1,3.921568627,70.46361518,0.999959081,0.584411621
1,3.902439024,70.50921082,0.999958125,0.578308105
1,3.883495146,70.52068492,0.999959472,0.576782227
1,3.8647343,70.56688689,0.999959801,0.570678711
1,3.846153846,70.62533925,0.999962111,0.563049316
1,3.827751196,70.69653666,0.999959907,0.553894043
1,3.80952381,70.70851721,0.999960298,0.552368164
1,3.791469194,70.75677265,0.999961264,0.546264648
1,3.773584906,70.78110294,0.999961002,0.543212891
1,3.755868545,70.83017628,0.999962324,0.537109375
1,3.738317757,70.84253175,0.99996039,0.535583496
1,3.720930233,70.91741196,0.999964558,0.526428223
1,3.703703704,70.94266171,0.999967309,0.523376465
1,3.686635945,71.00643591,0.999962419,0.51574707
1,3.669724771,71.03221014,0.999962759,0.512695313
1,3.652968037,71.09732298,0.999963739,0.505065918
1,3.636363636,71.13686448,0.999965049,0.500488281
1,3.619909502,71.19015281,0.999967887,0.494384766
1,3.603603604,71.23055259,0.999964652,0.489807129
1,3.587443946,71.25769608,0.999964805,0.486755371
1,3.571428571,71.29873209,0.999965878,0.482177734
1,3.555555556,71.31249738,0.999967302,0.480651855
1,3.539823009,71.34015954,0.999966809,0.477600098
1,3.524229075,71.36799902,0.999966211,0.47454834
1,3.50877193,71.41009575,0.999966944,0.469970703
1,3.493449782,71.42421916,0.999967244,0.468444824
1,3.47826087,71.46686708,0.999968513,0.463867188
1,3.463203463,71.50993796,0.999966866,0.459289551
1,3.448275862,71.53889103,0.999966256,0.456237793
1,3.433476395,71.55344027,0.999967107,0.454711914
1,3.418803419,71.59738276,0.999967873,0.450134277
1,3.404255319,71.65667303,0.999968383,0.444030762
1,3.389830508,71.67162294,0.999970209,0.442504883
1,3.375527426,71.71678395,0.999968871,0.437927246
1,3.361344538,71.73194258,0.999968554,0.436401367
1,3.347280335,71.74715431,0.999969051,0.434875488
1,3.333333333,71.77773856,0.999970526,0.43182373
1,3.319502075,71.8240226,0.999968701,0.427246094
1,3.305785124,71.83956088,0.999969429,0.425720215
1,3.29218107,71.85515496,0.999966954,0.424194336
1,3.278688525,71.88651209,0.999972879,0.421142578
1,3.265306122,71.91809729,0.999970076,0.41809082
1,3.25203252,71.94991387,0.999974119,0.415039063
1,3.238866397,71.96591001,0.999971604,0.413513184
1,3.225806452,71.99808011,0.999971414,0.410461426
1,3.212851406,72.04678655,0.999971392,0.405883789
1,3.2,72.07956365,0.999972413,0.402832031
1,3.187250996,72.09604543,0.99997155,0.401306152
1,3.174603175,72.11259,0.99997109,0.399780273
1,3.162055336,72.12919784,0.999971774,0.398254395
1,3.149606299,72.16260527,0.999970106,0.395202637
1,3.137254902,72.21320326,0.999972072,0.390625
1,3.125,72.23020111,0.999973339,0.389099121
2,100,44.12571462,0.982991935,50.14648438
2,88.88888889,45.48566036,0.987359914,36.47918701
2,80,46.25811187,0.989360004,30.57556152
2,72.72727273,47.09436965,0.991151777,25.35247803
2,66.66666667,47.6954588,0.992306125,22.0413208
2,61.53846154,48.15452598,0.993101702,19.88220215
2,57.14285714,48.56110299,0.993704705,18.05953979
2,53.33333333,48.98060167,0.994321583,16.4352417
2,50,49.39107256,0.994731173,15.02761841
2,47.05882353,49.77014207,0.995207017,13.70620728
2,44.44444444,50.17073127,0.995625886,12.53738403
2,42.10526316,50.54164589,0.995995055,11.44943237
2,40,50.90835787,0.996314406,10.48202515
2,38.0952381,51.32119196,0.996632155,9.534454346
2,36.36363636,51.73330946,0.996935359,8.721923828
2,34.7826087,51.94353188,0.997081294,8.28704834
2,33.33333333,52.1300299,0.99720221,7.931518555
2,32,52.33989294,0.997337473,7.587432861
2,30.76923077,52.47327057,0.997422935,7.279968262
2,29.62962963,52.68418204,0.997516065,6.992340088
2,28.57142857,52.85935097,0.997627748,6.735229492
2,27.5862069,53.00936084,0.997727865,6.488037109
2,26.66666667,53.16917567,0.997782788,6.254577637
2,25.80645161,53.31646656,0.997860673,6.037902832
2,25,53.44002982,0.997890047,5.841827393
2,24.24242424,53.61591133,0.998017012,5.644226074
2,23.52941176,53.76852858,0.998070428,5.462646484
2,22.85714286,53.91438884,0.998147279,5.289459229
2,22.22222222,53.96970729,0.998172315,5.128479004
2,21.62162162,54.16840137,0.998249487,4.972839355
2,21.05263158,54.30381265,0.998321865,4.833984375
2,20.51282051,54.41701291,0.998340072,4.70199585
2,20,54.52919274,0.998391798,4.579925537
2,19.51219512,54.65147947,0.998422484,4.457855225
2,19.04761905,54.73162594,0.998461986,4.342651367
2,18.60465116,54.84799331,0.99853111,4.235839844
2,18.18181818,54.9896924,0.998557105,4.12979126
2,17.77777778,55.07049521,0.998564154,4.025268555
2,17.39130435,55.22553945,0.998611776,3.927612305
2,17.0212766,55.29845129,0.998641445,3.842163086
2,16.66666667,55.37401295,0.998662384,3.755187988
2,16.32653061,55.47745091,0.998695403,3.674316406
2,16,55.61300198,0.998743082,3.592681885
2,15.68627451,55.68447238,0.998766402,3.515625
2,15.38461538,55.78562212,0.998791309,3.440093994
2,15.09433962,55.86984779,0.998814807,3.366851807
2,14.81481481,55.97384915,0.998833508,3.296661377
2,14.54545455,56.03149611,0.998844855,3.2371521
2,14.28571429,56.12109562,0.998897966,3.173065186
2,14.03508772,56.18285963,0.998909054,3.105163574
2,13.79310345,56.29343199,0.998913569,3.048706055
2,13.55932203,56.40644771,0.998947945,2.990722656
2,13.33333333,56.50467391,0.998976461,2.934265137
2,13.1147541,56.58702234,0.998999086,2.879333496
2,12.90322581,56.64076367,0.998999314,2.832794189
2,12.6984127,56.70375749,0.999023072,2.784729004
2,12.5,56.78611577,0.998992589,2.735900879
2,12.30769231,56.88894419,0.999074115,2.685546875
2,12.12121212,56.96275519,0.999086722,2.639007568
2,11.94029851,56.96275519,0.999072694,2.593994141
2,11.76470588,57.08967429,0.99912323,2.549743652
2,11.5942029,57.13422308,0.99911125,2.505493164
2,11.42857143,57.23872324,0.999127364,2.466583252
2,11.26760563,57.30615825,0.99913397,2.434539795
2,11.11111111,57.35022706,0.999169168,2.392578125
2,10.95890411,57.4692193,0.999188382,2.355194092
2,10.81081081,57.48061512,0.999190695,2.321624756
2,10.66666667,57.59156386,0.999206733,2.282714844
2,10.52631579,57.65999527,0.999220004,2.253723145
2,10.38961039,57.71023094,0.999210997,2.221679688
2,10.25641026,57.73738386,0.999234197,2.194213867
2,10.12658228,57.85704869,0.999242516,2.160644531
2,10,57.8601608,0.999238398,2.131652832
2,9.87654321,57.94377222,0.999272262,2.102661133
2,9.756097561,57.96094431,0.999285696,2.071380615
2,9.638554217,58.05825303,0.999276648,2.039337158
2,9.523809524,58.19193338,0.999320507,2.003479004
2,9.411764706,58.1778427,0.999268654,1.976013184
2,9.302325581,58.26103176,0.999331742,1.949310303
2,9.195402299,58.36538632,0.999342909,1.918792725
2,9.090909091,58.41462658,0.999332117,1.889801025
2,8.988764045,58.49891664,0.999346997,1.866912842
2,8.888888889,58.499638,0.999343511,1.839447021
2,8.791208791,58.52060972,0.999349277,1.815795898
2,8.695652174,58.61070186,0.999358133,1.792144775
2,8.602150538,58.7019467,0.999385661,1.769256592
2,8.510638298,58.74906222,0.999379315,1.74407959
2,8.421052632,58.82070799,0.999395645,1.713562012
2,8.333333333,58.87542544,0.999388528,1.691436768
2,8.24742268,58.9789096,0.999411154,1.671600342
2,8.163265306,58.99586006,0.999423983,1.647949219
2,8.080808081,59.05858398,0.999436626,1.631164551
2,8,59.09566465,0.999425174,1.609039307
2,7.920792079,59.1397474,0.9994481,1.592254639
2,7.843137255,59.21479481,0.99945437,1.575469971
2,7.766990291,59.25839132,0.999444176,1.555633545
2,7.692307692,59.31982258,0.999464333,1.537322998
2,7.619047619,59.29895971,0.999458676,1.518249512
2,7.547169811,59.38744234,0.999474345,1.497650146
2,7.476635514,59.40962516,0.999496382,1.477050781
2,7.407407407,59.50041548,0.999490264,1.460266113
2,7.339449541,59.58665338,0.99950236,1.441955566
2,7.272727273,59.65294491,0.999496107,1.421356201
2,7.207207207,59.69264131,0.999511609,1.402282715
2,7.142857143,59.74614065,0.999513254,1.387786865
2,7.079646018,59.79836106,0.999506811,1.366424561
2,7.01754386,59.84629584,0.99953521,1.351928711
2,6.956521739,59.84727963,0.999510811,1.33895874
2,6.896551724,59.91970506,0.999515672,1.321411133
2,6.837606838,59.93674606,0.999535684,1.31149292
2,6.779661017,59.98827399,0.999542639,1.299285889
2,6.722689076,60.09632581,0.999550305,1.281738281
2,6.666666667,60.0848792,0.999559765,1.271820068
2,6.611570248,60.14557677,0.999564093,1.260375977
2,6.557377049,60.21890855,0.999562126,1.247406006
2,6.504065041,60.26524235,0.999567961,1.235198975
2,6.451612903,60.25334238,0.99956891,1.222991943
2,6.4,60.32743356,0.999583963,1.210784912
2,6.349206349,60.37161445,0.99958912,1.19934082
2,6.299212598,60.40169268,0.999579545,1.187896729
2,6.25,60.42523174,0.999523566,1.177978516
2,6.201550388,60.49319783,0.999578144,1.165771484
2,6.153846154,60.50691963,0.99959434,1.155090332
2,6.106870229,60.54603516,0.999609382,1.14364624
2,6.060606061,60.5936773,0.999596119,1.132965088
2,6.015037594,60.63830504,0.99960231,1.119995117
2,5.970149254,60.6442114,0.99960803,1.111602783
2,5.925925926,60.70731767,0.999622007,1.097869873
2,5.882352941,60.77135446,0.999621509,1.087188721
2,5.839416058,60.8240117,0.999626476,1.073455811
2,5.797101449,60.88230714,0.999630283,1.062774658
2,5.755395683,60.88980575,0.999650861,1.055145264
2,5.714285714,60.95026535,0.999638259,1.048278809
2,5.673758865,60.9961689,0.999635812,1.036834717
2,5.633802817,61.06724978,0.999655745,1.027679443
2,5.594405594,61.05423915,0.999634719,1.016998291
2,5.555555556,61.07246496,0.999652521,1.009368896
2,5.517241379,61.13157143,0.999634782,0.995635986
2,5.479452055,61.16342691,0.99965149,0.985717773
2,5.442176871,61.22919986,0.999636812,0.977325439
2,5.405405405,61.32630643,0.999647173,0.965881348
2,5.369127517,61.30836321,0.999658596,0.957489014
2,5.333333333,61.3471027,0.999667095,0.949859619
2,5.298013245,61.38198598,0.999665521,0.942230225
2,5.263157895,61.43271531,0.999671508,0.933837891
2,5.22875817,61.471155,0.99966519,0.925445557
2,5.194805195,61.52873549,0.999682826,0.914001465
2,5.161290323,61.58708967,0.999671918,0.904846191
2,5.128205128,61.62544473,0.999683537,0.898742676
2,5.095541401,61.56950094,0.999684137,0.8934021
2,5.063291139,61.66563679,0.999686683,0.885772705
2,5.031446541,61.65667303,0.999685094,0.881195068
2,5,61.67761734,0.999685817,0.872802734
2,4.968944099,61.70469502,0.999685101,0.866699219
2,4.938271605,61.76854065,0.999701737,0.858306885
2,4.90797546,61.81008552,0.999693158,0.852203369
2,4.87804878,61.77927344,0.999695144,0.845336914
2,4.848484848,61.83489356,0.999700879,0.840759277
2,4.819277108,61.92285494,0.999714497,0.830078125
2,4.790419162,61.9403444,0.999709293,0.82321167
2,4.761904762,61.96430774,0.99972052,0.817108154
2,4.733727811,61.98518346,0.999706865,0.80947876
2,4.705882353,62.02074182,0.999699009,0.802612305
2,4.678362573,62.10430984,0.999700407,0.797271729
2,4.651162791,62.09439443,0.999714898,0.788879395
2,4.624277457,62.15925294,0.999703162,0.780487061
2,4.597701149,62.19965272,0.999729681,0.774383545
2,4.571428571,62.2643977,0.999729122,0.765991211
2,4.545454545,62.27815209,0.999725274,0.759887695
2,4.519774011,62.27643041,0.999718558,0.75378418
2,4.494382022,62.30925967,0.999742671,0.748443604
2,4.469273743,62.3231571,0.9997264,0.744628906
2,4.444444444,62.44311609,0.999743236,0.734710693
2,4.419889503,62.41636825,0.999736066,0.728607178
2,4.395604396,62.50436145,0.999741372,0.721740723
2,4.371584699,62.55178593,0.999748892,0.717926025
2,4.347826087,62.55912819,0.999751934,0.71105957
2,4.324324324,62.59973401,0.999728822,0.702667236
2,4.301075269,62.68210267,0.999762764,0.694274902
2,4.278074866,62.72960856,0.999761948,0.688171387
2,4.255319149,62.70674087,0.999744673,0.682067871
2,4.232804233,62.77377773,0.999744788,0.677490234
2,4.210526316,62.79700209,0.999747627,0.670623779
2,4.188481675,62.80282764,0.999752707,0.666046143
2,4.166666667,62.9210103,0.999759382,0.659179688
2,4.14507772,62.9210103,0.999778945,0.650787354
2,4.12371134,62.99755769,0.999778452,0.64239502
2,4.102564103,63.01792802,0.999778083,0.639343262
2,4.081632653,63.11496957,0.999780766,0.632476807
2,4.060913706,63.10454232,0.999774199,0.62713623
2,4.04040404,63.13799801,0.999781515,0.622558594
2,4.020100503,63.16959852,0.999783119,0.618743896
2,4,63.2377914,0.999786541,0.61416626
2,3.980099502,63.26796583,0.999788512,0.609588623
2,3.96039604,63.26364234,0.999798127,0.605773926
2,3.9408867,63.27445915,0.999784462,0.597381592
2,3.921568627,63.35755932,0.999789051,0.594329834
2,3.902439024,63.3841353,0.99979631,0.587463379
2,3.883495146,63.44002982,0.999805055,0.583648682
2,3.8647343,63.50349779,0.999800408,0.576019287
2,3.846153846,63.56096019,0.999794691,0.569152832
2,3.827751196,63.64034956,0.999801404,0.562286377
2,3.80952381,63.61450562,0.999787383,0.55847168
2,3.791469194,63.69011919,0.999798801,0.553131104
2,3.773584906,63.69488904,0.99980011,0.549316406
2,3.755868545,63.74287786,0.999803022,0.543212891
2,3.738317757,63.79384343,0.999818801,0.539398193
2,3.720930233,63.85778375,0.99981353,0.531768799
2,3.703703704,63.91263224,0.999807828,0.527954102
2,3.686635945,63.94537132,0.999802551,0.521087646
2,3.669724771,64.01159933,0.999814427,0.51574707
2,3.652968037,64.0554548,0.999820387,0.508880615
2,3.636363636,64.09452203,0.999823946,0.505065918
2,3.619909502,64.10499959,0.999805964,0.499725342
2,3.603603604,64.16574107,0.999812077,0.495147705
2,3.587443946,64.20313443,0.999814451,0.490570068
2,3.571428571,64.24355928,0.999821913,0.485229492
2,3.555555556,64.27890112,0.999825386,0.483703613
2,3.539823009,64.31728598,0.999827406,0.479888916
2,3.524229075,64.32279733,0.999834373,0.477600098
2,3.50877193,64.35323543,0.999827947,0.47454834
2,3.493449782,64.40069978,0.999827852,0.472259521
2,3.47826087,64.40912995,0.999833869,0.467681885
2,3.463203463,64.47431077,0.99983664,0.461578369
2,3.448275862,64.51447039,0.999839394,0.458526611
2,3.433476395,64.54048478,0.99983737,0.457000732
2,3.418803419,64.53758659,0.999838273,0.453948975
2,3.404255319,64.57249323,0.999844909,0.449371338
2,3.389830508,64.63426321,0.999844875,0.445556641
2,3.375527426,64.65505,0.99983865,0.440979004
2,3.361344538,64.70595031,0.999835422,0.438690186
2,3.347280335,64.78190441,0.99985132,0.434875488
2,3.333333333,64.78803852,0.99984832,0.43258667
2,3.319502075,64.79725595,0.999854261,0.428771973
2,3.305785124,64.8748383,0.999852955,0.425720215
2,3.29218107,64.82812278,0.999857846,0.424194336
2,3.278688525,64.88424201,0.999852824,0.421905518
2,3.265306122,64.91573559,0.999845587,0.41885376
2,3.25203252,64.90941858,0.999853681,0.416564941
2,3.238866397,64.98904942,0.99985015,0.413513184
2,3.225806452,65.00838007,0.999861252,0.410461426
2,3.212851406,65.07016767,0.999859389,0.406646729
2,3.2,65.10304402,0.999858633,0.402832031
2,3.187250996,65.119576,0.999859776,0.400543213
2,3.174603175,65.13617115,0.999855864,0.399017334
2,3.162055336,65.19307374,0.999858531,0.395202637
2,3.149606299,65.26783677,0.999868002,0.392150879
2,3.137254902,65.2507318,0.999859071,0.389099121
2,3.125,65.28156941,0.999865699,0.387573242
3,100,37.97171465,0.937990369,50.09358724
3,88.88888889,39.33555325,0.952647002,36.4364624
3,80,40.10313523,0.959758237,30.52775065
3,72.72727273,40.8706351,0.965693161,25.34332275
3,66.66666667,41.50051203,0.970001873,22.03979492
3,61.53846154,41.95127126,0.972776274,19.91170247
3,57.14285714,42.36522366,0.975151905,18.08827718
3,53.33333333,42.74528518,0.976979014,16.47745768
3,50,43.1404966,0.978799072,15.03499349
3,47.05882353,43.54675377,0.980870074,13.7105306
3,44.44444444,43.96330588,0.982342678,12.5289917
3,42.10526316,44.3409792,0.983733359,11.4461263
3,40,44.72538943,0.985204404,10.47159831
3,38.0952381,45.12192865,0.986301234,9.541829427
3,36.36363636,45.51368191,0.987464755,8.720906576
3,34.7826087,45.75560431,0.988151112,8.285013835
3,33.33333333,45.93766459,0.988576411,7.920837402
3,32,46.11625891,0.98915107,7.590230306
3,30.76923077,46.27446089,0.989422861,7.284037272
3,29.62962963,46.46814308,0.989938795,6.998697917
3,28.57142857,46.61764352,0.990245126,6.735229492
3,27.5862069,46.78222773,0.99060968,6.487528483
3,26.66666667,46.9531441,0.991118802,6.255594889
3,25.80645161,47.11063391,0.991340468,6.047058105
3,25,47.22686757,0.991463145,5.846150716
3,24.24242424,47.41909239,0.991947977,5.649820964
3,23.52941176,47.52892219,0.992108458,5.475362142
3,22.85714286,47.65292531,0.992349142,5.305480957
3,22.22222222,47.77544118,0.992527997,5.147298177
3,21.62162162,47.9171943,0.992710283,4.988098145
3,21.05263158,48.02275042,0.992918221,4.844665527
3,20.51282051,48.18656011,0.993242563,4.712422689
3,20,48.31137555,0.993354119,4.581197103
3,19.51219512,48.40981868,0.993480807,4.461161296
3,19.04761905,48.5170591,0.9937433,4.349772135
3,18.60465116,48.61988889,0.993926461,4.236857096
3,18.18181818,48.75120213,0.994022207,4.133605957
3,17.77777778,48.85275134,0.994023997,4.029337565
3,17.39130435,48.95224597,0.994278384,3.935241699
3,17.0212766,49.08467225,0.994392498,3.846740723
3,16.66666667,49.16876925,0.994469296,3.757222493
3,16.32653061,49.25126631,0.994641995,3.670756022
3,16,49.40375788,0.994863881,3.586324056
3,15.68627451,49.51889477,0.994979329,3.506469727
3,15.38461538,49.60150424,0.995096199,3.429667155
3,15.09433962,49.6886553,0.995210572,3.356933594
3,14.81481481,49.7811751,0.995262709,3.288269043
3,14.54545455,49.81835107,0.995281509,3.22672526
3,14.28571429,49.90292997,0.995454093,3.165690104
