,Airplane.bmp,BARBARA.bmp,BOAT.bmp,BRIDGE.bmp,Building.bmp,Cameraman.bmp,girl.bmp,LAX.bmp,LENNA.bmp,Lighthouse.bmp,Text.bmp,WOMAN.bmp
10.25641026,0.955758859,0.97561107,0.954971175,0.989079901,0.976117102,0.947767957,0.957255035,0.981173596,0.957598195,0.964537346,0.978642955,0.962122003
10.12658228,0.956442664,0.976060534,0.954206641,0.988957739,0.975452523,0.948222249,0.958228737,0.981634539,0.957566924,0.965260788,0.979478955,0.96273121
10,0.956453168,0.977137793,0.955757483,0.989107254,0.97743644,0.949961834,0.958379107,0.982292932,0.958844239,0.964953626,0.97966782,0.96340738
9.87654321,0.958044155,0.977072407,0.956225468,0.98932158,0.976886908,0.950217064,0.958720018,0.981902287,0.959297552,0.965728501,0.979974726,0.96397196
9.756097561,0.958276714,0.978261242,0.957643097,0.989731426,0.977618499,0.953257235,0.960663006,0.982760588,0.960220215,0.967114488,0.98005213,0.965608937
9.638554217,0.960129334,0.978352751,0.958668162,0.989931347,0.978302585,0.953126234,0.961423421,0.983019671,0.962047427,0.968447689,0.980927162,0.965309499
9.523809524,0.962716107,0.978926294,0.959983556,0.990499105,0.979251911,0.955674139,0.963171775,0.983750093,0.962806911,0.96975572,0.98171385,0.967626963
9.411764706,0.961650295,0.982201842,0.963870418,0.990625395,0.979924719,0.958612146,0.963297909,0.983979341,0.964244879,0.970269029,0.982289658,0.968976623
9.302325581,0.964170731,0.980051146,0.964098022,0.990077201,0.980194722,0.958208366,0.966083566,0.98497096,0.966051728,0.971184345,0.981834093,0.9689361
9.195402299,0.96323889,0.979868832,0.961283012,0.990370299,0.979728329,0.957054891,0.963535767,0.983281846,0.965060071,0.969835916,0.98212214,0.968853166
9.090909091,0.962775179,0.979809938,0.961643329,0.990645332,0.980178742,0.956946702,0.963347981,0.984574794,0.964596892,0.969595371,0.982254493,0.967414437
8.988764045,0.961985219,0.979974694,0.961501306,0.990648312,0.979898547,0.956637862,0.963736096,0.984214818,0.964924679,0.969863442,0.982424879,0.968614184
8.888888889,0.961797841,0.979523561,0.961195713,0.990724009,0.979889795,0.956877619,0.96415132,0.984508415,0.964347099,0.969492041,0.982640684,0.968710627
8.791208791,0.96201608,0.980509759,0.962258978,0.991048645,0.980109065,0.956839011,0.964090329,0.98470343,0.965092515,0.970838733,0.982701629,0.969104687
8.695652174,0.962914603,0.98018226,0.96227572,0.991034887,0.979765447,0.956745136,0.964058315,0.984482492,0.965301851,0.970356525,0.982864284,0.96895731
8.602150538,0.964109687,0.980956896,0.962867168,0.991023485,0.980676857,0.957724794,0.964919981,0.984920788,0.965729373,0.970501884,0.982855942,0.969967148
8.510638298,0.964684214,0.980882023,0.963692694,0.991458106,0.981049071,0.958297912,0.965935713,0.985174453,0.966016488,0.971527475,0.983079087,0.96981763
8.421052632,0.965998707,0.980597457,0.963092527,0.991210413,0.981366757,0.959388568,0.966824785,0.9850823,0.96717393,0.971993775,0.983455559,0.970285868
8.333333333,0.964411356,0.983364659,0.963877445,0.991456843,0.982155687,0.959233709,0.96772365,0.985461726,0.967368386,0.973580382,0.985352568,0.970892916
8.24742268,0.965716976,0.982477075,0.965481212,0.991727671,0.981939462,0.95990193,0.967602857,0.985809513,0.967950459,0.972100495,0.983378501,0.971903173
8.163265306,0.966539026,0.982325858,0.96493877,0.991518213,0.982163914,0.960271733,0.966812207,0.985642587,0.967312951,0.972269771,0.984185654,0.971451197
8.080808081,0.966514908,0.982031243,0.965856997,0.99204975,0.981793603,0.961201318,0.968319268,0.985559018,0.968448877,0.97307229,0.984626333,0.971467137
8,0.967114414,0.982123196,0.965946786,0.992013877,0.982325367,0.961536846,0.968507456,0.986139603,0.968909086,0.974047034,0.984645257,0.971851568
7.920792079,0.967569692,0.982818794,0.967892367,0.992087003,0.983104243,0.962605281,0.969015865,0.986201713,0.970222144,0.974821759,0.984993576,0.972658738
7.843137255,0.968927051,0.98311071,0.968543786,0.991773738,0.98324378,0.963506965,0.969507189,0.987147683,0.970091629,0.975812572,0.984863171,0.974041556
7.766990291,0.96974269,0.983187075,0.96765387,0.992215683,0.984062115,0.964261439,0.969893958,0.986403103,0.9712494,0.974936776,0.98520329,0.973718407
7.692307692,0.96886442,0.983402348,0.968258196,0.992277746,0.983433344,0.963527935,0.969800575,0.986791309,0.970137159,0.974926519,0.98525101,0.973098459
7.619047619,0.969192888,0.982894602,0.967666078,0.992213915,0.982971793,0.963469009,0.969863001,0.986737617,0.970113737,0.97479041,0.984950946,0.973983825
7.547169811,0.969088527,0.983761459,0.967557319,0.992557787,0.983515061,0.963016603,0.969704952,0.987289357,0.969781767,0.97484578,0.985314471,0.973741642
7.476635514,0.968996264,0.983936265,0.968455593,0.992516681,0.983256815,0.963509754,0.969774623,0.986937551,0.971275575,0.974679927,0.985370613,0.974185193
7.407407407,0.968971141,0.983549326,0.96901958,0.992707224,0.983751391,0.964820278,0.970690879,0.986625425,0.971548469,0.975654223,0.985608419,0.974858465
7.339449541,0.969786235,0.983768,0.9696051,0.992710882,0.983940943,0.965169741,0.971026937,0.987388144,0.971826042,0.975812263,0.985837953,0.975003055
7.272727273,0.970797266,0.985042981,0.970773964,0.992598663,0.984479565,0.965600857,0.97174447,0.98761521,0.971706414,0.977000269,0.98581983,0.975875182
7.207207207,0.970854252,0.984543672,0.971506579,0.992730665,0.984326648,0.965811355,0.971991828,0.987705469,0.97265363,0.97680391,0.986209744,0.975429474
7.142857143,0.970872251,0.984919204,0.970669217,0.992900027,0.984510942,0.966995146,0.972465775,0.98837329,0.972255611,0.976541701,0.986457118,0.976365172
7.079646018,0.971569525,0.985462636,0.970660096,0.992864249,0.984213256,0.966317082,0.972565864,0.988296485,0.972835665,0.977137076,0.986402193,0.975753041
7.01754386,0.971458607,0.985033425,0.971894902,0.993269756,0.984548133,0.967579354,0.972890543,0.988203808,0.972511592,0.977528514,0.986880126,0.975548818
6.956521739,0.971837331,0.985292885,0.971030176,0.993237333,0.985132519,0.967801038,0.972919428,0.98826635,0.972337758,0.978002315,0.986950074,0.976791282
6.896551724,0.97138949,0.985582946,0.971606012,0.99317398,0.985591082,0.968611341,0.972821901,0.988791753,0.974096989,0.978016024,0.987118508,0.976678898
6.837606838,0.972662427,0.985072281,0.971912784,0.993005908,0.985299734,0.967901478,0.973640237,0.98856169,0.974400333,0.978278415,0.986728098,0.976268294
6.779661017,0.972754456,0.985682229,0.972076457,0.993410739,0.984686044,0.967771125,0.973432729,0.988122462,0.974636151,0.978123206,0.986826826,0.976597872
6.722689076,0.973202493,0.985674287,0.972625091,0.993357503,0.985722106,0.968904122,0.974323371,0.988381323,0.974699173,0.978841619,0.987507013,0.977488121
6.666666667,0.974152313,0.985910263,0.972939241,0.993299492,0.985960378,0.969133579,0.975055847,0.989278276,0.975098067,0.978544042,0.987508615,0.976494193
6.611570248,0.973815488,0.986410099,0.973652267,0.993211481,0.986113305,0.969702813,0.974670102,0.989185915,0.974740173,0.979695677,0.988214652,0.978814065
6.557377049,0.97422366,0.987089468,0.97359599,0.993608132,0.986300167,0.969223767,0.975071409,0.989734448,0.975206847,0.979170431,0.987777755,0.978536203
6.504065041,0.97391889,0.986788997,0.974514929,0.99356753,0.9867897,0.970727047,0.975054638,0.989235096,0.976011814,0.97986777,0.987912104,0.978722082
6.451612903,0.974663132,0.986674053,0.974602767,0.993993483,0.986858947,0.971112366,0.976305601,0.989535894,0.975976034,0.979828907,0.988594307,0.979223643
6.4,0.975433523,0.986862302,0.974959349,0.994136595,0.987282197,0.970808546,0.97534559,0.989722585,0.977182631,0.980504689,0.988301565,0.979531647
6.349206349,0.976195416,0.986643243,0.974703258,0.993708587,0.986797676,0.97212545,0.977270173,0.989335121,0.977801269,0.980878534,0.988526721,0.979061186
6.299212598,0.97737615,0.987625816,0.975327781,0.994228573,0.986373098,0.972795881,0.976938421,0.989833435,0.976800008,0.98102631,0.988929319,0.979977961
6.25,0.974486449,0.986988318,0.973071959,0.994592979,0.98911073,0.976320601,0.981117554,0.992028814,0.976593636,0.981574422,0.989532677,0.981686119
6.201550388,0.977020864,0.988167721,0.977171684,0.993952682,0.98760132,0.973435635,0.976907201,0.990119031,0.977028186,0.980917195,0.989294891,0.980142885
6.153846154,0.975653474,0.987629795,0.976243871,0.9946699,0.987042363,0.972995297,0.977244751,0.990470194,0.977771626,0.981137714,0.988807759,0.980356313
6.106870229,0.976906927,0.987696015,0.975421215,0.994358152,0.987557243,0.972690051,0.976640038,0.990135381,0.977874976,0.981417681,0.98923395,0.980353313
6.060606061,0.976852551,0.987492838,0.976077371,0.99420268,0.987244874,0.971904138,0.977915182,0.990083054,0.978172635,0.981795158,0.989046877,0.980921953
6.015037594,0.976942271,0.987471875,0.976081648,0.994312023,0.987167856,0.97195974,0.977127221,0.989888429,0.977697639,0.980964539,0.989130818,0.979923406
5.970149254,0.976302187,0.987440092,0.976659967,0.994377239,0.987651016,0.972911542,0.977251861,0.990325526,0.97720798,0.982011446,0.989038856,0.980242709
5.925925926,0.97718453,0.987402519,0.976803043,0.994640306,0.987490762,0.972582373,0.977862324,0.990731385,0.977820722,0.981528852,0.989218614,0.980820209
5.882352941,0.976549241,0.987958295,0.977292952,0.994503144,0.988069913,0.972688567,0.978831146,0.990497706,0.977952822,0.98170682,0.988839706,0.980811664
5.839416058,0.976983088,0.988321366,0.977048637,0.99431944,0.987584058,0.972414215,0.978435435,0.990479152,0.978597025,0.981626094,0.989380324,0.981634639
5.797101449,0.977184693,0.988245925,0.976861598,0.994510607,0.98786892,0.973372807,0.978031966,0.990666315,0.978610198,0.981949425,0.989703879,0.980888551
5.755395683,0.977428219,0.988595001,0.97657523,0.994687882,0.988217429,0.973920896,0.978697414,0.990492993,0.978600635,0.982261713,0.989578771,0.981755469
5.714285714,0.978407848,0.988934196,0.977161082,0.994449491,0.988803262,0.973696882,0.978985995,0.991113311,0.978854191,0.982165441,0.98982628,0.982006647
5.673758865,0.979121606,0.988313897,0.978025246,0.994778748,0.988505828,0.975295705,0.979092475,0.991105766,0.979731623,0.982665145,0.990294088,0.982291956
5.633802817,0.979533115,0.98865929,0.978966898,0.994866587,0.989047023,0.976180555,0.980642421,0.991567447,0.980564842,0.983362358,0.990199851,0.981745814
5.594405594,0.978518943,0.988422747,0.978255019,0.994825786,0.989032742,0.975413404,0.979819793,0.991528423,0.979528292,0.982857213,0.990257257,0.981887688
5.555555556,0.978903903,0.988991336,0.979180533,0.994950382,0.988994171,0.976063755,0.979903207,0.99136218,0.980591503,0.98306953,0.99053688,0.982264826
5.517241379,0.979035691,0.989367522,0.978578479,0.994846666,0.989252103,0.974578211,0.980080726,0.99158064,0.980278012,0.983458919,0.990021019,0.982949058
5.479452055,0.979571343,0.989855325,0.979130734,0.995120175,0.989418168,0.976216651,0.980484126,0.992000054,0.980282094,0.9835189,0.99070957,0.982436419
5.442176871,0.97935596,0.988179879,0.979011152,0.994989456,0.989084715,0.977079591,0.980526013,0.991483623,0.980942501,0.98388866,0.990629319,0.983411788
5.405405405,0.979681557,0.989786622,0.980010231,0.995136685,0.989200542,0.975883182,0.980418136,0.991366788,0.981022747,0.983912379,0.990559349,0.983988304
5.369127517,0.979421757,0.989830925,0.979196524,0.995309468,0.989568278,0.976931675,0.980393233,0.99167233,0.980847016,0.984192613,0.990670574,0.983883681
5.333333333,0.979667458,0.990405191,0.980367886,0.994899726,0.989572568,0.976324598,0.98119016,0.991939649,0.980999924,0.984182619,0.990428576,0.983292776
5.298013245,0.979819202,0.989321267,0.979325476,0.995407251,0.989919501,0.976852352,0.981829387,0.992126221,0.98121836,0.984424376,0.990975524,0.983116832
5.263157895,0.981540342,0.989616697,0.980282335,0.995376151,0.990105757,0.977139513,0.98168857,0.991982325,0.981603989,0.984735948,0.990950622,0.983798462
5.22875817,0.981459228,0.989972991,0.980107727,0.995401742,0.989696312,0.977613067,0.981594486,0.992166317,0.98213321,0.985501813,0.991469167,0.984300707
5.194805195,0.980865627,0.98976865,0.980226821,0.995237824,0.990049966,0.978129317,0.981436315,0.99247544,0.981518479,0.984983468,0.991263721,0.984635466
5.161290323,0.981185179,0.989985438,0.980596473,0.995496177,0.990076017,0.978016387,0.981713916,0.991868913,0.98165,0.985882258,0.991453361,0.984616522
5.128205128,0.981350415,0.990513695,0.980908801,0.99559439,0.989797151,0.978110753,0.982147883,0.992310759,0.982423942,0.98533991,0.99160686,0.984286372
5.095541401,0.981623139,0.989605613,0.980680402,0.995793777,0.990308196,0.978914835,0.98274599,0.992966044,0.982640568,0.985536776,0.991509965,0.984505009
5.063291139,0.981859662,0.990937024,0.981668384,0.995638488,0.990187015,0.97830991,0.982704195,0.992358203,0.982392631,0.985900866,0.991578586,0.984989091
5.031446541,0.982764719,0.990404185,0.981533557,0.995835126,0.990395303,0.978526924,0.982421914,0.992384767,0.982276386,0.985912446,0.991363076,0.984113035
5,0.981885219,0.991233041,0.981621645,0.995610303,0.990714125,0.978972289,0.982994146,0.992427409,0.983340351,0.985755365,0.992368117,0.984764031
4.968944099,0.981713117,0.990868746,0.981421857,0.995509596,0.990557856,0.979477814,0.983155143,0.992300592,0.983051868,0.985971535,0.99203368,0.985749263
4.938271605,0.982503076,0.990673732,0.98200024,0.995852396,0.99075054,0.97961858,0.983560106,0.992467809,0.983744175,0.985927321,0.991887643,0.985449217
4.90797546,0.982776883,0.991198405,0.981701986,0.995797688,0.990530707,0.979153684,0.983306372,0.992728319,0.984080533,0.985510876,0.992326466,0.984671512
4.87804878,0.982430519,0.991180532,0.982286162,0.995674879,0.990688312,0.979522998,0.982993736,0.993077268,0.983400675,0.986072119,0.991846864,0.984933425
4.848484848,0.982939498,0.990170676,0.982514021,0.99570617,0.990904572,0.979872962,0.983213287,0.992584669,0.984011999,0.986408177,0.992043767,0.985793621
4.819277108,0.98297974,0.990881253,0.982202387,0.996343426,0.991291331,0.980528667,0.983630768,0.99343514,0.983412666,0.986489231,0.992522787,0.986162934
4.790419162,0.9834424,0.991303128,0.982631994,0.995912434,0.990986762,0.980689158,0.983884485,0.992961393,0.983503976,0.986842126,0.992106646,0.985235312
4.761904762,0.983722441,0.991263748,0.983144331,0.996097621,0.991067801,0.980518216,0.983779277,0.993113122,0.983855334,0.986685815,0.992297491,0.986284165
4.733727811,0.983353789,0.991806868,0.983012939,0.995804164,0.991159956,0.980532322,0.983902747,0.993223644,0.98421906,0.986682174,0.992747611,0.986365735
4.705882353,0.983592104,0.992421855,0.984155876,0.99606422,0.992019238,0.982181731,0.98468378,0.993199723,0.983921358,0.987812483,0.992588319,0.987028679
4.678362573,0.983642879,0.991847429,0.984180289,0.996022648,0.991188319,0.981748997,0.984937692,0.99320645,0.983328916,0.987107486,0.992333026,0.986211411
4.651162791,0.984041938,0.991645915,0.983558446,0.995939297,0.991620469,0.98145469,0.984691438,0.993667045,0.985391807,0.987195723,0.992580021,0.986787329
4.624277457,0.984072798,0.99173639,0.984286458,0.996096252,0.991653557,0.980981694,0.984267501,0.993017119,0.985671167,0.98779658,0.992364905,0.986523764
4.597701149,0.983818963,0.991399456,0.984721212,0.996213513,0.991144904,0.982104584,0.985461239,0.993360798,0.985330469,0.987552662,0.992241338,0.986466827
4.571428571,0.98464001,0.991573342,0.983532731,0.996196882,0.991539653,0.981684928,0.984465367,0.99398754,0.985097506,0.987186246,0.992649973,0.986982978
4.545454545,0.984317246,0.991795979,0.98337022,0.996449386,0.991622018,0.981794708,0.985349525,0.993454903,0.985127874,0.987834011,0.992482952,0.986710756
4.519774011,0.984312396,0.991617236,0.983846951,0.996382023,0.991742042,0.98150235,0.98533046,0.993349482,0.985124244,0.987749133,0.993154682,0.987131471
4.494382022,0.984304087,0.991619469,0.98423885,0.996108309,0.991679892,0.98226397,0.984930672,0.993234211,0.984856555,0.987795067,0.992521268,0.98720774
4.469273743,0.985056058,0.991746588,0.984210632,0.996151176,0.991755388,0.981711017,0.984896266,0.993102749,0.985231552,0.98779277,0.993256852,0.987268419
4.444444444,0.984369566,0.992628623,0.985122235,0.996389882,0.991897822,0.982282895,0.986415084,0.993884425,0.985543923,0.987751411,0.992797858,0.987112924
4.419889503,0.984778118,0.992241465,0.984611743,0.996088912,0.99177634,0.982693146,0.985862476,0.993880387,0.985612085,0.987917113,0.993160382,0.987836351
4.395604396,0.984748276,0.992011892,0.984630805,0.996317518,0.992198932,0.982390884,0.985933247,0.994144495,0.985868008,0.988447607,0.993233496,0.987619295
4.371584699,0.985277143,0.991992661,0.984755962,0.996268244,0.991988293,0.982754866,0.986343855,0.994071425,0.986679763,0.988814485,0.992786026,0.988414179
4.347826087,0.984850338,0.992898377,0.985534847,0.996694768,0.991886935,0.981813026,0.985693436,0.993911402,0.98583275,0.987802976,0.993255646,0.987211358
4.324324324,0.985566714,0.99221554,0.984538233,0.996434258,0.992305859,0.98304364,0.986630043,0.994094801,0.986765543,0.988784807,0.993190307,0.98847507
